50 
1 0.00000 0.000000 6.230670 0.000000 
 5 1.260000 0.000509 3.102828 0.095841 
 10 5.190000 0.002218 1.705382 4.406157 
 15 16.220000 0.003686 0.958736 16.884594 
 20 29.560000 0.004563 0.474614 31.753096 
 25 41.850000 0.004933 0.128167 44.900851 
 30 52.270000 0.004995 -0.135335 55.382663 
 35 60.990000 0.004878 -0.344277 63.468089 
 40 67.640000 0.004678 -0.515066 69.674667 
 45 73.510000 0.004413 -0.657945 74.471336 
 50 77.810000 0.004155 -0.779682 78.221098 

