 50 
 1 0.000000 0.000000 5.442052 0.000003 
 5 0.000000 0.000000 4.293577 0.000879 
 10 0.000000 0.000000 3.610167 0.015300 
 15 0.080000 0.000283 3.150839 0.081401 
 20 0.320000 0.000565 2.798169 0.256966 
 25 0.650000 0.000804 2.509773 0.604043 
 30 1.170000 0.001075 2.264943 1.175810 
 35 2.010000 0.001403 2.051833 2.009294 
 40 3.080000 0.001728 1.862971 3.123314 
 45 4.490000 0.002071 1.693310 4.519826 
 50 6.170000 0.002406 1.539263 6.187000 

