 
 ________________________________________________________________________ 
                                                                          
                              D U R A C O N                               
                                                                          
         Durability of Concrete Structures in Marine Environment          
                                                                          
                        Release v1.0 - March 2004                         
          Department of Civil Engineering - University of Minho           
 ________________________________________________________________________ 
 
File name: simulation
Project name: New Project 01 - This is a test routine ( 20040109 )
 
 
 ##### Input Data ##### 
 ________________________________________________________________________ 
 
  Number of simulations: n = 5000 
  Initial seed: i = 123456789 
  Concrete cover: xc = N(55.000,5.000)
  Diffusion Coefficient: Dcoef = N(1.050,0.230)
  Critical Chloride Concenrtration: Ccr = N(0.400,0.040)
  Surface Chloride Concenrtration: Cs = N(2.500,0.250)
  Age exponent: n = N(0.600,0.050)
  Time: t = D(80.000,0.000)
  Time of testing: to = D(90.000) 
 
 ##### Output Data ##### 
 ________________________________________________________________________ 
 
  Time     Prob.       Std.            Beta            Prob. Failure
  (years)  Failure     Error           Index           (Beta Index) 
 
  80  0.0000  0.0000000e+000  6.4091  0.0000 
 
 
 ##### I, G, R & S #####
 ________________________________________________________________________ 
 
  Index   Indicator    Failure            Resistance         Load         
          Function (I) Function (G)       Variable (R)       Variable (S) 

     97   0            3.99197396e+001    5.84689820e+001    1.85492424e+001 
     98   0            3.26327184e+001    5.01595094e+001    1.75267910e+001 
     99   0            4.31556633e+001    5.64782723e+001    1.33226090e+001 
    100   0            3.77546790e+001    5.78956231e+001    2.01409441e+001 
    101   0            3.11782239e+001    4.83375762e+001    1.71593523e+001 
    102   0            3.34995941e+001    5.06015952e+001    1.71020011e+001 
    103   0            3.69884815e+001    5.11114003e+001    1.41229188e+001 
    104   0            3.29349468e+001    5.32028548e+001    2.02679081e+001 
    105   0            3.94399643e+001    5.34268022e+001    1.39868378e+001 
    106   0            3.86663992e+001    5.19630637e+001    1.32966645e+001 
    107   0            2.99864185e+001    4.84426163e+001    1.84561977e+001 
    108   0            4.30461464e+001    5.40081820e+001    1.09620356e+001 
    109   0            4.01654706e+001    5.74148245e+001    1.72493539e+001 
    110   0            3.70063398e+001    5.22345391e+001    1.52281993e+001 
    111   0            3.64958430e+001    5.07210039e+001    1.42251609e+001 
    112   0            4.89717418e+001    6.20008212e+001    1.30290795e+001 
    113   0            3.63676207e+001    5.47147686e+001    1.83471478e+001 
    114   0            3.39996315e+001    6.12575587e+001    2.72579273e+001 
    115   0            3.10774353e+001    5.27317480e+001    2.16543127e+001 
    116   0            3.35547066e+001    5.78715383e+001    2.43168317e+001 
    117   0            4.13598220e+001    5.32961215e+001    1.19362994e+001 
    118   0            3.79885717e+001    5.65458180e+001    1.85572463e+001 
    119   0            3.94121018e+001    5.66146818e+001    1.72025801e+001 
    120   0            3.00127537e+001    5.17058928e+001    2.16931391e+001 
    121   0            3.57693524e+001    5.17554797e+001    1.59861273e+001 
    122   0            2.68364636e+001    4.83968388e+001    2.15603752e+001 
    123   0            3.59751614e+001    5.52547393e+001    1.92795779e+001 
    124   0            4.57812021e+001    5.98237621e+001    1.40425600e+001 
    125   0            3.74119395e+001    5.30141931e+001    1.56022536e+001 
    126   0            3.50658456e+001    5.15699507e+001    1.65041050e+001 
    127   0            4.53046809e+001    5.98141855e+001    1.45095046e+001 
    128   0            3.31214501e+001    5.09317755e+001    1.78103254e+001 
    129   0            3.55645554e+001    6.03496133e+001    2.47850578e+001 
    130   0            3.71687501e+001    5.52345058e+001    1.80657557e+001 
    131   0            4.18477025e+001    6.91939581e+001    2.73462556e+001 
    132   0            3.88044561e+001    5.38886560e+001    1.50841999e+001 
    133   0            3.86422005e+001    5.47859334e+001    1.61437329e+001 
    134   0            3.48851588e+001    5.21401403e+001    1.72549815e+001 
    135   0            3.66684778e+001    5.66573200e+001    1.99888422e+001 
    136   0            3.55759482e+001    5.61902263e+001    2.06142781e+001 
    137   0            3.52714166e+001    5.09842450e+001    1.57128283e+001 
    138   0            4.44931133e+001    5.79682630e+001    1.34751497e+001 
    139   0            2.90950793e+001    4.60398335e+001    1.69447541e+001 
    140   0            4.00346325e+001    5.34468101e+001    1.34121776e+001 
    141   0            3.23242061e+001    5.77642394e+001    2.54400332e+001 
    142   0            4.25648415e+001    5.43038858e+001    1.17390443e+001 
    143   0            4.09232684e+001    5.92494156e+001    1.83261471e+001 
    144   0            3.78940577e+001    5.61264907e+001    1.82324331e+001 
    145   0            3.05997459e+001    5.28181974e+001    2.22184515e+001 
