 50 
 1 0.000000 0.000000 6.109454 0.000000 
 5 0.350000 0.000591 2.955047 0.156311 
 10 6.620000 0.002486 1.566669 5.859608 
 15 19.410000 0.003955 0.830244 20.320032 
 20 33.850000 0.004732 0.354723 36.139869 
 25 46.430000 0.004987 0.015376 49.386597 
 30 56.970000 0.004951 -0.242194 59.568500 
 35 64.930000 0.004772 -0.446102 67.223824 
 40 71.730000 0.004503 -0.612558 72.991560 
 45 76.820000 0.004220 -0.751656 77.387111 
 50 80.730000 0.003944 -0.870058 80.786564 

