 
 ________________________________________________________________________ 
                                                                          
                              D U R A C O N                               
                                                                          
         Durability of Concrete Structures in Marine Environment          
                                                                          
                        Release v1.0 - March 2004                         
          Department of Civil Engineering - University of Minho           
 ________________________________________________________________________ 
 
File name: simulation
Project name: Example Project - 3 ( 20040305 )
 
 
 ##### Input Data ##### 
 ________________________________________________________________________ 
 
  Number of simulations: n = 10000 
  Initial seed: i = 123456789 
  Concrete cover: xc = N(55.000,5.000)
  Diffusion Coefficient: Dcoef = LN(1.850,0.230)
  Critical Chloride Concenrtration: Ccr = N(0.080,0.015)
  Surface Chloride Concenrtration: Cs = N(0.856,0.117)
  Age exponent: n = N(0.370,0.050)
  Time: t = D(0.000,50.000)
  Time of testing: to = D(28.000) 
 
 ##### Output Data ##### 
 ________________________________________________________________________ 
 
  Time     Prob.       Std.            Beta            Prob. Failure
  (years)  Failure     Error           Index           (Beta Index) 
 
    753   0            1.28167776e+000    4.52419601e+001    4.39602823e+001 
    754   1           -1.68504838e+001    6.18707795e+001    7.87212632e+001 
    755   0            3.42457160e+000    5.67927342e+001    5.33681626e+001 
    756   1           -8.18306796e+000    4.78687247e+001    5.60517927e+001 
    757   1           -3.79724745e+001    5.29322292e+001    9.09047037e+001 
    758   1           -1.07073231e+001    5.56632592e+001    6.63705823e+001 
    759   1           -1.80941180e+001    5.77109104e+001    7.58050285e+001 
    760   1           -6.19006218e+000    4.86768321e+001    5.48668943e+001 
    761   1           -2.03573876e+001    5.45833142e+001    7.49407018e+001 
    762   1           -1.46202602e+001    4.95878229e+001    6.42080831e+001 
    763   1           -1.25769713e+001    5.38069272e+001    6.63838985e+001 
    764   1           -2.06081546e+001    5.68013520e+001    7.74095066e+001 
    765   1           -1.64300245e+001    5.62384969e+001    7.26685214e+001 
    766   1           -1.40753980e+000    5.40074764e+001    5.54150162e+001 
    767   1           -1.42174613e+001    4.73049980e+001    6.15224594e+001 
    768   1           -2.65202172e+001    5.66484407e+001    8.31686580e+001 
    769   1           -6.45839882e+000    5.16897459e+001    5.81481447e+001 
    770   1           -4.89348108e+000    6.39731467e+001    6.88666278e+001 
    771   1           -1.93693717e+001    5.13259298e+001    7.06953015e+001 
    772   1           -2.59456961e+001    5.77903944e+001    8.37360905e+001 
    773   0            4.98534516e+000    5.57739046e+001    5.07885594e+001 
    774   1           -3.45100015e+000    5.56570541e+001    5.91080542e+001 
    775   1           -3.46161468e+001    4.99533845e+001    8.45695314e+001 
    776   0            1.00155949e+001    5.59383101e+001    4.59227152e+001 
    777   1           -1.78824182e+001    5.22086867e+001    7.00911049e+001 
    778   1           -8.99583594e+000    5.62779951e+001    6.52738311e+001 
    779   1           -2.67103356e+001    5.22648077e+001    7.89751434e+001 
    780   1           -1.65342459e+001    5.47802624e+001    7.13145083e+001 
    781   1           -4.03527431e+001    5.72368188e+001    9.75895618e+001 
    782   0            4.07832357e+000    5.93138350e+001    5.52355114e+001 
    783   1           -2.46712015e+001    5.35271557e+001    7.81983572e+001 
    784   1           -1.48692348e+001    5.32100563e+001    6.80792910e+001 
    785   1           -1.83542551e+001    5.64514055e+001    7.48056606e+001 
    786   1           -3.07316478e-001    6.25702146e+001    6.28775311e+001 
    787   1           -2.66369507e+001    5.74019618e+001    8.40389124e+001 
    788   1           -8.30249696e+000    5.13095158e+001    5.96120128e+001 
    789   1           -1.84050629e+001    5.25818283e+001    7.09868913e+001 
    790   1           -4.13657238e+001    5.37670321e+001    9.51327559e+001 
    791   1           -1.81504111e+001    6.02837505e+001    7.84341616e+001 
    792   1           -2.95269384e+000    5.07622715e+001    5.37149654e+001 
    793   1           -1.48020375e+001    5.35706706e+001    6.83727081e+001 
    794   0            4.55353803e+000    5.51551850e+001    5.06016470e+001 
    795   1           -2.79071022e+001    5.36900166e+001    8.15971187e+001 
    796   1           -2.13982158e+001    6.69383433e+001    8.83365591e+001 
    797   1           -1.47329247e+001    5.85565610e+001    7.32894857e+001 
    798   1           -1.56104482e+001    5.38461581e+001    6.94566064e+001 
    799   1           -2.60484019e+001    5.54212613e+001    8.14696632e+001 
    800   1           -1.95580119e+001    5.44097229e+001    7.39677348e+001 
    801   1           -1.85935432e+001    4.64503134e+001    6.50438566e+001 
    802   1           -7.64479448e+000    5.67392973e+001    6.43840918e+001 
    803   1           -8.11571033e+000    5.14121198e+001    5.95278302e+001 
    804   1           -1.17626988e+001    5.36873174e+001    6.54500162e+001 
    805   0            1.25793937e+001    5.69336104e+001    4.43542166e+001 
    806   0            1.28849470e+000    5.22266938e+001    5.09381991e+001 
    807   1           -3.27820034e+001    5.79432393e+001    9.07252426e+001 
    808   1           -7.06650188e+000    6.04908474e+001    6.75573492e+001 
    809   1           -2.50117051e+001    5.62496010e+001    8.12613061e+001 
    810   1           -6.71928780e+000    5.41518311e+001    6.08711189e+001 
    811   1           -9.09583211e+000    5.12484816e+001    6.03443137e+001 
    812   1           -4.78902029e+001    4.20564913e+001    8.99466942e+001 
    813   1           -1.45788960e+001    5.15626730e+001    6.61415690e+001 
    814   1           -4.87400401e+001    5.22215432e+001    1.00961583e+002 
    815   1           -3.19506048e+001    5.35888252e+001    8.55394300e+001 
    816   1           -1.10431757e+001    5.56760763e+001    6.67192520e+001 
    817   1           -1.92461532e+001    5.48256074e+001    7.40717606e+001 
    818   0            1.09440133e+001    5.53035075e+001    4.43594943e+001 
    819   1           -1.85875002e+001    5.19591093e+001    7.05466095e+001 
    820   1           -9.34270350e+000    5.57959741e+001    6.51386776e+001 
    821   1           -1.17184071e+001    5.78163432e+001    6.95347503e+001 
    822   1           -2.47753505e+001    4.43577633e+001    6.91331138e+001 
    823   1           -1.53735185e+001    6.01341782e+001    7.55076966e+001 
    824   0            2.82488278e+000    5.97083368e+001    5.68834540e+001 
    825   1           -5.43770897e+000    5.82108719e+001    6.36485809e+001 
    826   1           -2.02087724e+001    5.46454981e+001    7.48542705e+001 
    827   0            4.77310868e+000    5.73632790e+001    5.25901703e+001 
    828   1           -9.93986098e+000    6.14258394e+001    7.13657004e+001 
    829   1           -4.31215077e+001    5.05236222e+001    9.36451299e+001 
    830   0            2.07609004e+000    5.64184457e+001    5.43423556e+001 
    831   1           -1.66895411e+001    5.72084987e+001    7.38980398e+001 
    832   1           -4.13636583e+001    4.84771759e+001    8.98408342e+001 
    833   0            1.76834180e+001    5.85294143e+001    4.08459963e+001 
    834   1           -3.06268603e+001    5.06161202e+001    8.12429805e+001 
    835   1           -1.91560721e+000    5.64913046e+001    5.84069118e+001 
    836   1           -3.61349847e+000    5.72651837e+001    6.08786822e+001 
    837   1           -2.22066287e+001    5.64390054e+001    7.86456341e+001 
    838   1           -1.67183279e+001    5.58761041e+001    7.25944319e+001 
    839   1           -4.53902870e+000    5.95493611e+001    6.40883898e+001 
    840   1           -3.71178805e-001    6.36807426e+001    6.40519214e+001 
    841   0            6.35403335e+000    5.67519001e+001    5.03978667e+001 
    842   1           -4.04420178e+000    6.07023222e+001    6.47465240e+001 
    843   1           -6.37348298e+000    4.70696307e+001    5.34431137e+001 
    844   1           -3.19347456e+001    5.48198197e+001    8.67545653e+001 
    845   1           -1.23543663e+001    5.96018022e+001    7.19561686e+001 
    846   1           -1.08113691e+001    4.31360887e+001    5.39474578e+001 
    847   1           -2.06478608e+001    5.34656067e+001    7.41134675e+001 
    848   1           -1.35502295e+000    5.42143249e+001    5.55693479e+001 
    849   1           -9.31731524e+000    5.34413736e+001    6.27586888e+001 
    850   1           -2.58469012e+001    5.30299101e+001    7.88768113e+001 
    851   1           -2.26061677e+001    5.76400418e+001    8.02462095e+001 
    852   0            1.33187587e+001    6.81993248e+001    5.48805661e+001 
    853   1           -4.24479484e+001    5.37603427e+001    9.62082911e+001 
    854   1           -1.23028384e+001    5.44102119e+001    6.67130503e+001 
    855   1           -5.87573620e+000    6.16797585e+001    6.75554947e+001 
    856   1           -2.21439264e+001    5.00770457e+001    7.22209721e+001 
    857   1           -2.38487021e+000    5.65594008e+001    5.89442711e+001 
    858   1           -1.55014874e+001    5.51398594e+001    7.06413467e+001 
    859   1           -1.97313553e+001    5.45303794e+001    7.42617347e+001 
    860   1           -2.58981731e+001    4.61252782e+001    7.20234513e+001 
    861   1           -1.33393153e+001    6.34517039e+001    7.67910192e+001 
    862   1           -3.62101681e+001    4.81584151e+001    8.43685831e+001 
    863   1           -3.28538175e+001    5.99980138e+001    9.28518313e+001 
    864   0            4.14240318e-001    5.73487683e+001    5.69345280e+001 
    865   1           -9.83705804e+000    5.88507499e+001    6.86878080e+001 
    866   1           -1.12567652e+001    5.96658992e+001    7.09226644e+001 
    867   0            1.92202290e+001    6.24746687e+001    4.32544397e+001 
    868   1           -6.39549254e-001    5.48680610e+001    5.55076102e+001 
    869   1           -1.82092003e+000    5.93279480e+001    6.11488680e+001 
    870   1           -3.78689083e+000    6.12084880e+001    6.49953789e+001 
    871   1           -1.92887485e+001    6.01058173e+001    7.93945658e+001 
    872   0            9.85666107e+000    5.60866070e+001    4.62299459e+001 
    873   1           -1.30520064e+001    5.40690899e+001    6.71210964e+001 
    874   1           -1.07332018e+001    5.41617147e+001    6.48949165e+001 
    875   1           -1.45945127e+001    5.79324234e+001    7.25269361e+001 
    876   1           -7.35975467e+000    6.03682186e+001    6.77279733e+001 
    877   1           -9.54421209e+000    5.12426155e+001    6.07868276e+001 
    878   0            9.12295259e+000    6.01752138e+001    5.10522612e+001 
    879   1           -2.08750074e+001    5.81784257e+001    7.90534331e+001 
    880   0            1.33655068e+001    6.20770987e+001    4.87115919e+001 
    881   1           -2.04164303e+001    5.38414340e+001    7.42578643e+001 
    882   1           -1.76532251e+001    6.41030564e+001    8.17562814e+001 
    883   1           -2.87617253e+001    6.01702813e+001    8.89320065e+001 
    884   1           -9.67785888e+000    5.85943533e+001    6.82722122e+001 
    885   1           -1.18340474e+000    5.38589717e+001    5.50423764e+001 
    886   1           -1.13290079e+001    5.22544527e+001    6.35834606e+001 
    887   1           -9.36999811e+000    5.15841890e+001    6.09541871e+001 
    888   1           -2.17531962e+001    6.70219760e+001    8.87751722e+001 
    889   1           -2.01308332e+001    5.76907764e+001    7.78216096e+001 
    890   1           -1.24584240e+001    5.98038055e+001    7.22622295e+001 
    891   1           -1.56156924e+001    5.82392001e+001    7.38548924e+001 
    892   1           -1.21736472e+001    5.24403259e+001    6.46139731e+001 
    893   0            7.74946469e+000    5.83575558e+001    5.06080911e+001 
    894   1           -1.79762447e+001    6.07853543e+001    7.87615991e+001 
    895   1           -1.69795013e+001    5.57523764e+001    7.27318777e+001 
    896   1           -1.05083958e+001    4.63891807e+001    5.68975765e+001 
    897   1           -2.22986732e+001    5.55476429e+001    7.78463161e+001 
    898   0            1.40698171e+001    5.62874029e+001    4.22175857e+001 
    899   1           -1.99824716e+000    6.14149734e+001    6.34132206e+001 
    900   0            4.38543326e+000    5.16280777e+001    4.72426444e+001 
    901   1           -2.58255754e+000    6.16560594e+001    6.42386170e+001 
    902   1           -4.63301728e+000    4.73981045e+001    5.20311218e+001 
    903   1           -2.33905731e+001    5.28827851e+001    7.62733582e+001 
    904   0            1.00057885e+001    6.00799951e+001    5.00742066e+001 
    905   1           -3.84061443e+001    5.10585492e+001    8.94646936e+001 
    906   0            5.58499778e+000    4.95067032e+001    4.39217054e+001 
    907   1           -5.01947500e-001    6.21683594e+001    6.26703069e+001 
    908   1           -1.11832474e+001    6.08292956e+001    7.20125431e+001 
    909   1           -2.12070015e+001    5.42611042e+001    7.54681057e+001 
    910   1           -2.84521812e+000    5.52562887e+001    5.81015068e+001 
    911   0            1.62783294e+001    5.99872159e+001    4.37088865e+001 
    912   1           -1.74243857e+001    4.88508984e+001    6.62752841e+001 
    913   1           -8.18610037e+000    5.11730248e+001    5.93591252e+001 
    914   1           -3.24941953e+001    5.61050423e+001    8.85992376e+001 
    915   1           -2.31126079e+001    5.65668510e+001    7.96794589e+001 
    916   0            5.26792502e+000    5.98733157e+001    5.46053907e+001 
    917   0            3.89231672e+000    5.82200288e+001    5.43277121e+001 
    918   1           -5.53820070e+000    5.63479399e+001    6.18861406e+001 
    919   1           -1.06301250e+001    4.85649831e+001    5.91951081e+001 
    920   1           -9.65077376e+000    6.39568744e+001    7.36076481e+001 
    921   1           -2.82896091e+001    4.95929721e+001    7.78825812e+001 
    922   1           -3.59878938e+001    5.48869060e+001    9.08747998e+001 
    923   1           -1.11194212e+001    5.80125380e+001    6.91319592e+001 
    924   1           -3.23495517e+001    5.23782313e+001    8.47277830e+001 
    925   1           -1.29058246e+001    5.16500556e+001    6.45558802e+001 
    926   1           -1.76620611e+001    5.35862033e+001    7.12482644e+001 
    927   1           -3.14962596e+001    4.71429085e+001    7.86391681e+001 
    928   1           -9.02245276e+000    5.36389710e+001    6.26614238e+001 
    929   1           -2.10689209e+001    5.90989452e+001    8.01678661e+001 
    930   1           -7.12188863e+000    5.53805946e+001    6.25024832e+001 
    931   1           -1.24492671e+001    6.18695824e+001    7.43188494e+001 
    932   1           -1.61304916e+001    5.99991404e+001    7.61296320e+001 
    933   1           -1.85472292e+001    5.31134048e+001    7.16606340e+001 
    934   1           -2.61139774e+001    6.02936506e+001    8.64076280e+001 
    935   1           -5.44887554e+000    5.29132134e+001    5.83620889e+001 
    936   1           -1.04587009e+001    6.02586068e+001    7.07173077e+001 
    937   1           -2.92838574e+001    4.68049411e+001    7.60887985e+001 
    938   1           -1.44342062e+001    5.32031956e+001    6.76374018e+001 
    939   1           -6.54719777e+000    5.78499855e+001    6.43971833e+001 
    940   1           -4.50097760e+000    6.28408542e+001    6.73418318e+001 
    941   1           -1.61537890e+001    5.45837176e+001    7.07375067e+001 
    942   1           -3.14885249e+001    4.83958946e+001    7.98844195e+001 
    943   1           -1.32486061e+001    6.04676763e+001    7.37162824e+001 
    944   1           -8.68176462e+000    5.65207061e+001    6.52024707e+001 
    945   1           -1.97144626e+001    4.94656773e+001    6.91801399e+001 
    946   1           -6.18093933e+001    5.50794055e+001    1.16888799e+002 
    947   1           -1.11828896e+001    6.09218909e+001    7.21047805e+001 
    948   1           -1.13053821e+001    5.94023412e+001    7.07077233e+001 
    949   1           -3.80862385e+001    5.47013729e+001    9.27876114e+001 
    950   1           -2.03711784e+001    5.32583260e+001    7.36295044e+001 
    951   1           -1.93865827e+001    5.25467727e+001    7.19333554e+001 
    952   1           -2.97233388e+001    5.01883470e+001    7.99116858e+001 
    953   1           -1.04352601e+001    5.75251951e+001    6.79604552e+001 
    954   1           -2.19711294e+001    4.38412222e+001    6.58123516e+001 
    955   1           -3.37831220e+001    5.90713165e+001    9.28544385e+001 
    956   1           -1.45126129e+001    5.26225376e+001    6.71351505e+001 
    957   1           -2.00262840e+001    4.51079535e+001    6.51342375e+001 
    958   0            3.73838863e-001    5.98941513e+001    5.95203125e+001 
    959   1           -1.79493881e+001    4.31383510e+001    6.10877391e+001 
    960   1           -2.62531984e+001    5.42886690e+001    8.05418673e+001 
    961   0            1.50508797e+001    6.38816653e+001    4.88307857e+001 
    962   1           -3.37365897e+001    5.09454158e+001    8.46820055e+001 
    963   1           -6.16638444e+001    5.49227914e+001    1.16586636e+002 
    964   1           -2.28800178e+001    5.64565150e+001    7.93365328e+001 
    965   1           -2.68171217e+001    5.36888393e+001    8.05059610e+001 
    966   1           -7.62285505e+000    6.04896169e+001    6.81124720e+001 
    967   1           -3.47366906e-001    5.55698932e+001    5.59172601e+001 
    968   1           -1.57325813e+001    5.73909491e+001    7.31235304e+001 
    969   1           -4.77869390e+000    5.27262864e+001    5.75049803e+001 
    970   1           -1.45886883e+001    4.91098938e+001    6.36985820e+001 
    971   1           -9.99572253e+000    5.08051630e+001    6.08008855e+001 
    972   1           -4.94376824e+000    5.56299510e+001    6.05737192e+001 
    973   1           -1.45540720e+001    4.91527729e+001    6.37068448e+001 
    974   1           -1.84164584e+001    5.02507424e+001    6.86672008e+001 
    975   1           -9.44922025e+000    6.25054502e+001    7.19546704e+001 
    976   1           -7.99419801e+000    6.04924835e+001    6.84866815e+001 
    977   0            6.17921057e+000    5.74224085e+001    5.12431979e+001 
    978   1           -1.19565112e+001    6.14883590e+001    7.34448702e+001 
    979   1           -1.19863836e+001    5.65214932e+001    6.85078768e+001 
    980   0            1.40713931e+001    5.50899087e+001    4.10185155e+001 
    981   1           -3.73776193e+001    5.38768115e+001    9.12544308e+001 
    982   1           -2.58511684e+001    5.37071679e+001    7.95583363e+001 
    983   1           -3.47044356e+001    5.86233601e+001    9.33277957e+001 
    984   1           -2.68927454e+001    4.62926427e+001    7.31853882e+001 
    985   1           -2.33889559e+001    5.43289676e+001    7.77179234e+001 
    986   0            5.69614054e+000    6.29692204e+001    5.72730798e+001 
    987   1           -2.11892878e+000    4.80635377e+001    5.01824665e+001 
    988   0            3.81148801e+000    5.53161534e+001    5.15046654e+001 
    989   1           -6.72409804e+000    6.28454916e+001    6.95695896e+001 
    990   1           -2.54768278e+001    6.19937781e+001    8.74706059e+001 
    991   1           -2.12714077e+001    5.96684600e+001    8.09398677e+001 
    992   1           -1.53408910e+000    5.83315484e+001    5.98656375e+001 
    993   1           -1.06867235e+001    5.14030117e+001    6.20897352e+001 
    994   0            1.60901961e+001    5.81563506e+001    4.20661545e+001 
    995   1           -8.24741848e+000    4.61301316e+001    5.43775501e+001 
    996   0            3.03935279e+000    5.06224164e+001    4.75830636e+001 
    997   1           -2.74624365e+001    5.14831144e+001    7.89455509e+001 
    998   1           -1.72225494e+001    5.98071190e+001    7.70296684e+001 
    999   1           -3.71004556e+000    6.18626489e+001    6.55726945e+001 
   1000   1           -2.87917227e+001    4.46055539e+001    7.33972766e+001 
   1001   1           -4.10694597e+000    5.46815047e+001    5.87884507e+001 
   1002   1           -1.27047546e+001    5.45340675e+001    6.72388221e+001 
   1003   1           -2.52326936e+001    4.87023252e+001    7.39350188e+001 
   1004   1           -6.09514675e-001    4.94398027e+001    5.00493174e+001 
   1005   1           -3.66069989e+001    5.27734769e+001    8.93804758e+001 
   1006   1           -6.12582415e+000    5.26231819e+001    5.87490061e+001 
   1007   0            2.72052579e+000    5.33349799e+001    5.06144542e+001 
   1008   1           -2.01499059e+001    4.99538127e+001    7.01037186e+001 
   1009   1           -9.93566292e+000    5.27377489e+001    6.26734119e+001 
   1010   1           -6.94912914e+000    4.91588169e+001    5.61079460e+001 
   1011   0            7.42972565e+000    6.12333260e+001    5.38036003e+001 
   1012   1           -1.09455344e+001    5.90800998e+001    7.00256342e+001 
   1013   1           -1.60816512e+001    5.42168986e+001    7.02985498e+001 
   1014   1           -9.35596256e+000    6.60513850e+001    7.54073476e+001 
   1015   1           -2.00481304e+001    5.20231425e+001    7.20712729e+001 
   1016   1           -1.82804639e+001    6.32915609e+001    8.15720248e+001 
   1017   1           -1.07138213e+001    5.18869650e+001    6.26007863e+001 
   1018   0            2.21917181e+000    4.80294787e+001    4.58103069e+001 
   1019   1           -3.30925840e+000    5.79580483e+001    6.12673068e+001 
   1020   1           -3.52138102e+001    5.88880955e+001    9.41019057e+001 
   1021   0            1.85160771e+000    5.93354844e+001    5.74838766e+001 
   1022   0            1.21146206e-001    5.91342336e+001    5.90130874e+001 
   1023   1           -5.22593511e+001    5.22104242e+001    1.04469775e+002 
   1024   1           -2.15389636e+001    5.26966229e+001    7.42355864e+001 
   1025   1           -6.17664063e+001    4.76148029e+001    1.09381209e+002 
   1026   0            1.03675475e+001    5.69145657e+001    4.65470182e+001 
   1027   1           -1.65072802e+001    5.36250313e+001    7.01323115e+001 
   1028   1           -1.94728011e+001    6.06245266e+001    8.00973277e+001 
   1029   0            1.54189437e+001    6.64045377e+001    5.09855940e+001 
   1030   0            2.31509657e-001    5.81040871e+001    5.78725774e+001 
   1031   1           -1.10168955e+001    5.20064803e+001    6.30233758e+001 
   1032   0            1.83647315e+000    5.62451123e+001    5.44086392e+001 
   1033   1           -1.29019837e+001    5.14251131e+001    6.43270968e+001 
   1034   1           -1.96202458e+000    6.12925365e+001    6.32545611e+001 
   1035   1           -1.53548060e+001    5.80392282e+001    7.33940341e+001 
   1036   1           -1.20202400e+001    5.24980100e+001    6.45182500e+001 
   1037   1           -2.82034324e+000    6.06306520e+001    6.34509953e+001 
   1038   1           -1.90845992e+001    5.38970768e+001    7.29816760e+001 
   1039   1           -3.00453890e+000    6.29043187e+001    6.59088576e+001 
   1040   1           -6.97626382e+000    4.76936097e+001    5.46698735e+001 
   1041   1           -4.06663930e+000    5.18821455e+001    5.59487848e+001 
   1042   1           -2.17225441e+001    4.91926316e+001    7.09151757e+001 
   1043   1           -7.92241745e+000    5.20091165e+001    5.99315339e+001 
   1044   1           -3.93761047e+001    5.36182774e+001    9.29943821e+001 
   1045   1           -3.36949383e+000    5.74597461e+001    6.08292399e+001 
   1046   1           -1.00935352e+001    4.14322540e+001    5.15257892e+001 
   1047   1           -3.48989847e+001    5.41672727e+001    8.90662573e+001 
   1048   1           -9.99729225e+000    5.42283095e+001    6.42256018e+001 
   1049   0            8.32527784e+000    5.89506288e+001    5.06253510e+001 
   1050   1           -1.49475083e+001    4.52312697e+001    6.01787780e+001 
   1051   0            8.46199628e+000    5.12047773e+001    4.27427811e+001 
   1052   1           -3.24780346e+000    4.93349802e+001    5.25827836e+001 
   1053   1           -1.97878332e+001    5.55183764e+001    7.53062096e+001 
   1054   1           -2.93752434e+001    6.57733006e+001    9.51485439e+001 
   1055   0            1.12052019e+001    6.15599854e+001    5.03547836e+001 
   1056   0            2.55832817e-001    6.10517255e+001    6.07958926e+001 
   1057   0            2.86022066e+000    5.03660840e+001    4.75058634e+001 
   1058   1           -1.19830132e+001    5.40426109e+001    6.60256241e+001 
   1059   1           -1.54038608e+001    4.88745194e+001    6.42783802e+001 
   1060   1           -2.70005986e+001    5.68896340e+001    8.38902326e+001 
   1061   1           -1.12873029e+001    5.61770223e+001    6.74643252e+001 
   1062   1           -3.19531203e+001    4.58233414e+001    7.77764618e+001 
   1063   0            1.55355402e+000    6.16126498e+001    6.00590958e+001 
   1064   1           -6.59454692e+000    5.93739088e+001    6.59684557e+001 
   1065   0            1.02981701e+001    5.93306517e+001    4.90324815e+001 
   1066   1           -9.99160208e+000    5.59234698e+001    6.59150718e+001 
   1067   1           -9.36356287e+000    5.59580645e+001    6.53216273e+001 
   1068   1           -2.07950433e+000    5.89186743e+001    6.09981786e+001 
   1069   1           -2.92194152e+001    5.86927265e+001    8.79121417e+001 
   1070   1           -1.79967200e+001    6.08682515e+001    7.88649715e+001 
   1071   1           -1.08540411e+000    6.03847499e+001    6.14701540e+001 
   1072   1           -3.41469911e+001    5.38803905e+001    8.80273817e+001 
   1073   1           -1.06794364e+001    4.78363142e+001    5.85157506e+001 
   1074   1           -3.05342282e+001    4.78126303e+001    7.83468585e+001 
   1075   0            1.80374718e+001    5.72462955e+001    3.92088237e+001 
   1076   1           -1.02889572e+001    4.90826717e+001    5.93716289e+001 
   1077   1           -4.96620267e+000    5.88001524e+001    6.37663551e+001 
   1078   0            3.16310096e+000    5.67883782e+001    5.36252772e+001 
   1079   1           -2.64281112e+001    5.00523341e+001    7.64804454e+001 
   1080   1           -1.01538769e+001    4.48483258e+001    5.50022028e+001 
   1081   1           -1.23624680e+001    5.63499598e+001    6.87124278e+001 
   1082   1           -8.14211114e+000    5.56007612e+001    6.37428724e+001 
   1083   1           -1.19538742e+001    5.66685924e+001    6.86224666e+001 
   1084   0            2.79082272e+000    4.93330426e+001    4.65422199e+001 
   1085   1           -2.05597661e+000    5.19294780e+001    5.39854546e+001 
   1086   1           -3.28572651e+001    4.31987050e+001    7.60559700e+001 
   1087   1           -1.07434224e+001    5.24037464e+001    6.31471689e+001 
   1088   0            2.17886859e-001    5.76275245e+001    5.74096376e+001 
   1089   1           -2.99620970e+001    5.29095008e+001    8.28715978e+001 
   1090   0            6.80404277e+000    5.51535444e+001    4.83495017e+001 
   1091   0            5.53038529e+000    4.94822198e+001    4.39518345e+001 
   1092   1           -6.15400617e+000    5.05661480e+001    5.67201542e+001 
   1093   0            8.98703317e+000    6.08875493e+001    5.19005161e+001 
   1094   1           -4.10202291e+001    4.98163946e+001    9.08366237e+001 
   1095   1           -2.68565333e+001    4.71382899e+001    7.39948232e+001 
   1096   1           -3.33293881e+001    4.72474800e+001    8.05768681e+001 
   1097   1           -1.25720882e+001    6.01512200e+001    7.27233082e+001 
   1098   1           -8.93602709e+000    5.61199145e+001    6.50559415e+001 
   1099   1           -2.17660188e+001    5.60794594e+001    7.78454782e+001 
   1100   0            5.88760660e-001    5.58228839e+001    5.52341232e+001 
   1101   1           -3.62496740e+001    4.83615322e+001    8.46112062e+001 
   1102   1           -1.67326415e+001    5.55347059e+001    7.22673474e+001 
   1103   1           -2.09910577e+001    5.29871598e+001    7.39782174e+001 
   1104   1           -2.85440755e+001    5.59378579e+001    8.44819335e+001 
   1105   1           -1.91200950e+000    5.77926819e+001    5.97046913e+001 
   1106   1           -2.79197034e+001    5.03008468e+001    7.82205501e+001 
   1107   0            1.13286599e+001    5.94639453e+001    4.81352854e+001 
   1108   1           -6.98059281e+000    4.99594783e+001    5.69400711e+001 
   1109   1           -1.79174011e+001    5.18810810e+001    6.97984822e+001 
   1110   1           -2.42703180e+001    5.46953122e+001    7.89656302e+001 
   1111   1           -2.01610304e+001    4.50712006e+001    6.52322310e+001 
   1112   1           -9.04440230e-001    6.50260688e+001    6.59305090e+001 
   1113   1           -4.03159353e+001    5.90875451e+001    9.94034805e+001 
   1114   1           -1.61337780e+001    4.89690164e+001    6.51027944e+001 
   1115   0            1.12902907e+000    5.75667121e+001    5.64376831e+001 
   1116   1           -5.06727878e+000    6.09752030e+001    6.60424818e+001 
   1117   1           -3.38840221e+001    4.90712593e+001    8.29552813e+001 
   1118   1           -1.21357479e+001    5.65874072e+001    6.87231552e+001 
   1119   1           -1.31437212e+001    4.79536217e+001    6.10973429e+001 
   1120   0            7.50988674e-002    6.63393953e+001    6.62642965e+001 
   1121   0            6.79146854e+000    5.91406552e+001    5.23491867e+001 
   1122   1           -2.44424593e+001    5.46828384e+001    7.91252977e+001 
   1123   1           -3.69053708e+001    4.55269015e+001    8.24322723e+001 
   1124   1           -1.48557084e+001    4.72139705e+001    6.20696790e+001 
   1125   0            1.26242735e+000    5.38685092e+001    5.26060819e+001 
   1126   1           -7.39180800e+000    6.48151384e+001    7.22069464e+001 
   1127   0            1.93011943e+000    5.95739334e+001    5.76438140e+001 
   1128   1           -5.63996981e+000    5.57804082e+001    6.14203780e+001 
   1129   1           -1.54081637e+001    6.34803779e+001    7.88885416e+001 
   1130   1           -4.22083747e+001    5.23357213e+001    9.45440959e+001 
   1131   0            9.79493104e+000    6.39814421e+001    5.41865111e+001 
   1132   1           -2.42621113e+001    5.51614196e+001    7.94235309e+001 
   1133   0            9.03027016e+000    6.51217812e+001    5.60915110e+001 
   1134   0            5.88650736e+000    5.99385411e+001    5.40520337e+001 
   1135   1           -2.38092361e+001    5.60215370e+001    7.98307731e+001 
   1136   0            7.43219320e+000    5.68734814e+001    4.94412882e+001 
   1137   1           -9.74939885e+000    5.27053649e+001    6.24547637e+001 
   1138   1           -1.94670457e+001    5.58160054e+001    7.52830512e+001 
   1139   1           -1.90919918e+001    4.88607793e+001    6.79527712e+001 
   1140   1           -2.02174801e+001    5.26104913e+001    7.28279714e+001 
   1141   0            4.95506802e+000    4.86064844e+001    4.36514164e+001 
   1142   1           -1.52406557e+001    5.42143225e+001    6.94549781e+001 
   1143   1           -1.28311231e+001    5.16971424e+001    6.45282656e+001 
   1144   1           -2.65702752e+001    6.06963020e+001    8.72665772e+001 
   1145   0            6.30030437e+000    6.19562589e+001    5.56559546e+001 
   1146   1           -1.52308793e+001    6.06956712e+001    7.59265505e+001 
   1147   0            1.18535400e+001    6.37448568e+001    5.18913168e+001 
   1148   1           -1.07285522e+001    6.07774882e+001    7.15060404e+001 
