 50 
 1 0.000000 0.000000 6.054023 0.000000 
 5 0.340000 0.000582 2.918939 0.175612 
 10 6.960000 0.002545 1.551004 6.045039 
 15 19.500000 0.003962 0.825540 20.453265 
 20 33.540000 0.004721 0.356494 36.073536 
 25 46.020000 0.004984 0.021263 49.151794 
 30 56.400000 0.004959 -0.233562 59.233739 
 35 64.540000 0.004784 -0.435579 66.842882 
 40 70.710000 0.004551 -0.600705 72.598180 
 45 75.740000 0.004287 -0.738859 77.000380 
 50 80.040000 0.003997 -0.856589 80.416405 

